0.5105	0.0000	0.3974	0.7869	
0.0002	0.1850	0.9949	0.0000	
0.0000	0.0000	1.0067	0.0870	
0.6804	0.3804	0.0000	0.6394	
0.9265	0.1765	0.2427	0.2546	
0.8949	0.3469	0.0002	0.3545	
0.8805	0.3989	0.2908	0.2759	
0.1696	0.9118	0.3994	0.1367	
0.8691	0.0000	0.4569	0.2228	
0.1999	0.4523	0.6424	0.6116	
0.7560	0.0064	0.2630	0.6238	
0.7487	0.0000	0.1329	0.6673	
0.2089	0.3690	0.2982	0.8732	
1.0017	0.0000	0.1635	0.0000	
0.1235	0.1633	0.5877	0.8116	
0.1197	0.0000	0.0000	1.0302	
0.9554	0.2550	0.1128	0.2250	
0.7937	0.0000	0.0000	0.6215	
0.3360	0.0008	0.6945	0.6487	
0.7115	0.4146	0.5790	0.1512	
0.1816	0.2918	0.4572	0.8636	
0.0039	0.9632	0.3351	0.0000	
0.8138	0.5108	0.2628	0.1222	
0.1362	0.0007	0.9828	0.2163	
0.3805	0.1041	0.8545	0.3901	
0.3744	0.2951	0.4749	0.7591	
0.3091	0.9262	0.0001	0.2553	
0.0020	0.3762	0.9226	0.2476	
0.5127	0.5401	0.0000	0.6973	
0.0021	0.8744	0.1265	0.5045	
0.5906	0.6051	0.3201	0.4500	
0.1068	0.9995	0.1045	0.0000	
0.9923	0.0835	0.1956	0.0000	
0.1727	0.9078	0.1258	0.3952	
0.9682	0.0000	0.2648	0.1232	
0.9779	0.1091	0.1107	0.2009	
0.1520	0.0000	0.3602	0.9357	
0.5271	0.2689	0.1388	0.8086	
0.6889	0.2717	0.1484	0.6725	
0.9235	0.1997	0.0000	0.3450	
0.3056	0.3628	0.9027	0.0015	
0.3566	0.1477	0.7439	0.5716	
0.8577	0.0000	0.5730	0.1019	
0.3401	0.0000	0.8143	0.5175	
0.4478	0.4407	0.4996	0.6010	
0.9335	0.3835	0.0948	0.0000	
0.1641	0.9626	0.2623	0.1244	
0.0003	0.0000	0.9739	0.3078	
0.0133	0.0985	0.9640	0.2548	
0.0003	0.2417	0.5731	0.8252	
0.0004	0.1056	0.5065	0.8703	
0.6705	0.3876	0.6807	0.0000	
0.9678	0.0015	0.0926	0.2584	
0.3189	0.3698	0.0071	0.8804	
0.4851	0.8674	0.0968	0.1387	
11.4135	0.0000	0.8404	0.0000	
