0.9246	0.0000	0.3814	
0.9470	0.3220	0.0000	
0.8569	0.2507	0.4504	
0.9308	0.2372	0.2842	
0.1051	0.9606	0.2576	
0.8081	0.5893	0.0000	
0.3676	0.8798	0.3019	
0.1049	0.4281	0.8979	
0.0955	0.9887	0.1177	
0.3773	0.0000	0.9262	
0.1773	0.0904	0.9801	
0.2919	0.0990	0.9515	
0.0000	1.0002	0.0000	
0.9878	0.0990	0.1215	
0.0825	0.0843	0.9931	
0.4196	0.1074	0.9015	
0.8905	0.4551	0.0000	
0.9026	0.1153	0.4149	
0.0000	0.0755	0.9974	
0.3873	0.7904	0.4749	
0.5031	0.0000	0.8644	
0.3769	0.5136	0.7710	
0.0000	0.3834	0.9237	
0.6244	0.7662	0.1534	
0.4831	0.8631	0.1478	
0.7827	0.5350	0.3184	
1.0019	0.0000	0.0000	
0.0000	0.8576	0.5150	
0.0000	0.2675	0.9638	
0.0000	0.6401	0.7684	
0.5042	0.3867	0.7727	
0.6318	0.0000	0.7752	
0.1111	0.5666	0.8168	
0.4644	0.2365	0.8535	
0.6726	0.5500	0.4956	
0.2103	0.9693	0.1292	
0.0735	0.0000	0.9974	
0.5367	0.6855	0.4931	
0.6998	0.7145	0.0000	
0.0000	0.1645	0.9865	
0.5184	0.7941	0.3176	
0.3523	0.3597	0.8641	
0.1950	0.1993	0.9604	
0.0000	0.5110	0.8598	
0.0001	0.9284	0.3719	
0.3216	0.2196	0.9217	
0.6119	0.2497	0.7506	
0.7818	0.3997	0.4789	
0.1145	0.7023	0.7028	
0.2468	0.7566	0.6056	
0.0000	0.7586	0.6519	
0.3899	0.6644	0.6379	
0.5310	0.5423	0.6514	
0.1143	0.8192	0.5623	
0.2140	0.3288	0.9202	
0.3416	0.9298	0.1396	
0.9721	0.0000	0.2356	
0.0890	0.1810	0.9797	
0.4398	0.8983	0.0000	
0.6617	0.6758	0.3250	
0.8131	0.1183	0.5702	
0.8524	0.0000	0.5232	
0.0887	0.9961	0.0000	
0.2624	0.0000	0.9651	
0.6943	0.1183	0.7102	
0.7486	0.2547	0.6124	
0.5587	0.1119	0.8220	
0.9671	0.2192	0.1312	
0.2313	0.4724	0.8506	
0.0000	0.9949	0.1108	
0.8724	0.3822	0.3054	
0.2414	0.8628	0.4444	
0.8543	0.4984	0.1502	
0.9591	0.1087	0.2620	
0.5735	0.8202	0.0000	
0.0000	0.0000	1.0032	
0.2289	0.9325	0.2803	
0.6540	0.4007	0.6423	
0.1108	0.9064	0.4080	
0.9940	0.0000	0.1110	
0.9959	0.0922	0.0000	
0.2431	0.6212	0.7451	
0.9261	0.3503	0.1414	
0.7525	0.0000	0.6590	
0.1920	0.9816	0.0000	
0.9800	0.2001	0.0000	
0.7528	0.6407	0.1522	
0.1610	0.0000	0.9872	
0.0000	0.9727	0.2340	
0.0968	0.2960	0.9503	
0.3104	0.9508	0.0000	
0.0001	0.0462	0.9993	
