0.5632	0.4642	0.1499	0.6690	
0.6585	0.2713	0.0000	0.7025	
0.0000	0.0927	0.9961	0.0000	
0.5813	0.1200	0.8053	0.0000	
0.3395	0.4199	0.0000	0.8422	
0.0001	0.6385	0.0000	0.7712	
0.6225	0.2571	0.7408	0.0000	
0.1470	0.9628	0.1106	0.2074	
0.3526	0.0000	0.5585	0.7514	
0.8934	0.1207	0.1186	0.4219	
0.5244	0.0000	0.6914	0.4971	
0.9330	0.2206	0.0000	0.2844	
0.0000	0.0000	0.9583	0.2865	
0.5523	0.3047	0.7310	0.2621	
0.6560	0.6708	0.0000	0.3466	
0.3109	0.9097	0.2539	0.1114	
0.5694	0.1557	0.4459	0.6732	
0.8398	0.2770	0.4030	0.2383	
0.0001	0.3619	0.0000	0.9333	
0.1412	0.0000	0.9389	0.3159	
0.1876	0.7704	0.3002	0.5324	
0.5340	0.0000	0.5627	0.6321	
0.0000	0.4620	0.8873	0.0000	
0.4549	0.8760	0.1194	0.1108	
0.1455	0.9570	0.2300	0.1048	
0.1701	0.8692	0.2778	0.3748	
0.3287	0.5427	0.7762	0.0000	
0.7215	0.0000	0.6859	0.1007	
0.7627	0.6281	0.1175	0.1079	
0.8349	0.4049	0.1271	0.3507	
0.5804	0.3215	0.6187	0.4225	
0.1157	0.0000	0.9939	0.0000	
0.5373	0.7391	0.1444	0.3804	
0.0000	0.9091	0.2504	0.3348	
0.2951	0.0000	0.1173	0.9490	
0.0000	0.2472	0.1189	0.9623	
0.8496	0.2797	0.2688	0.3600	
0.0000	1.0033	0.0000	0.0781	
0.0001	0.6515	0.7511	0.1112	
0.9247	0.3819	0.0000	0.0000	
0.2359	0.9719	0.0000	0.0000	
0.5085	0.1331	0.1414	0.8468	
0.7872	0.2602	0.0000	0.5595	
0.1661	0.0000	0.7901	0.5917	
0.8664	0.0000	0.4574	0.2054	
0.0000	0.6143	0.5921	0.5308	
0.1502	0.1243	0.1210	0.9738	
0.4645	0.0000	0.8579	0.2200	
0.9076	0.1243	0.2393	0.3227	
0.3493	0.0000	0.6979	0.6256	
0.0001	0.9767	0.1059	0.1874	
0.1574	0.9077	0.3731	0.1125	
0.0000	0.1219	0.9409	0.3166	
0.6215	0.7668	0.1188	0.1092	
0.8749	0.2410	0.0000	0.4204	
0.6538	0.4011	0.6477	0.0000	
0.1330	0.0000	0.9725	0.1937	
0.6581	0.5431	0.5224	0.0000	
0.3604	0.5915	0.7110	0.1253	
0.3887	0.6387	0.6080	0.2695	
0.6218	0.0000	0.1233	0.7738	
0.0000	0.9514	0.2289	0.2079	
0.3190	0.0000	0.8841	0.3429	
0.0000	0.6136	0.4389	0.6584	
0.7602	0.2491	0.6002	0.0000	
0.5684	0.6174	0.1276	0.5325	
0.0001	0.5965	0.8029	0.0000	
0.0000	0.8063	0.1277	0.5781	
0.9944	0.0891	0.0000	0.0706	
0.8099	0.2649	0.5111	0.1151	
0.9805	0.1810	0.0861	0.0000	
0.4880	0.8018	0.0000	0.3466	
0.5805	0.6358	0.3023	0.4121	
0.3206	0.2642	0.0000	0.9113	
0.7236	0.1078	0.6820	0.0000	
0.1729	0.1400	0.8352	0.5035	
0.1873	0.3172	0.7608	0.5443	
0.4709	0.1296	0.8668	0.1110	
0.3529	0.2912	0.1389	0.8789	
0.4020	0.4975	0.6413	0.4286	
0.1797	0.7384	0.1368	0.6364	
0.1538	0.9285	0.2501	0.2284	
0.1658	0.2731	0.9186	0.2364	
0.7375	0.4485	0.4332	0.2602	
0.8740	0.1198	0.4599	0.1030	
0.5135	0.1373	0.8124	0.2409	
0.6989	0.4387	0.5544	0.1144	
0.1301	0.9738	0.0000	0.1888	
0.9301	0.0000	0.3158	0.1890	
0.6770	0.5582	0.0000	0.4813	
0.0001	0.9134	0.3747	0.2216	
0.1659	0.5453	0.0000	0.8226	
0.8546	0.0000	0.1065	0.5092	
0.6797	0.4198	0.0000	0.6018	
0.1243	0.9822	0.1081	0.0959	
0.5369	0.4420	0.7082	0.1239	
0.1668	0.0014	0.5291	0.8326	
0.0000	0.5921	0.7094	0.3830	
0.3963	0.4936	0.3164	0.7074	
0.0000	0.2046	0.9789	0.0000	
0.2704	0.1109	0.9565	0.0000	
0.3433	0.7103	0.0000	0.6149	
0.0001	0.0000	0.2170	0.9765	
0.6204	0.1273	0.0000	0.7742	
0.9646	0.2649	0.0000	0.0000	
