-2.9736	-2.2811	
-3.1950	-1.9585	
-1.8474	-3.2587	
-3.0681	-2.1534	
-2.9340	-2.3285	
-2.0881	-3.1137	
-1.8050	-3.2850	
-3.5963	-1.0533	
-3.7496	-0.0008	
-0.7798	-3.6678	
-2.5485	-2.7484	
-1.4099	-3.4744	
-1.7088	-3.3369	
-3.1775	-1.9886	
-2.5732	-2.7263	
-2.6420	-2.6575	
-2.5968	-2.7038	
-2.9161	-2.3551	
-2.5000	-2.7944	
-1.9769	-3.1862	
-3.4452	-1.4689	
-2.1546	-3.0666	
-1.4746	-3.4453	
-3.6576	-0.8239	
-3.3370	-1.6985	
-3.0855	-2.1247	
-3.7242	-0.4261	
-3.2314	-1.9002	
-2.8945	-2.3758	
-3.3913	-1.5953	
-2.6656	-2.6357	
-1.6007	-3.3903	
-2.5248	-2.7712	
-1.3328	-3.5040	
-1.1590	-3.5658	
-3.0489	-2.1823	
-2.8760	-2.4022	
-3.3021	-1.7719	
-3.5009	-1.3387	
-2.9936	-2.2572	
-0.9322	-3.6320	
-3.6365	-0.9056	
-2.7744	-2.5212	
-2.1223	-3.0906	
-2.8547	-2.4248	
-3.3556	-1.6680	
-2.4212	-2.8610	
-2.6872	-2.6123	
-3.7009	-0.5921	
-1.7570	-3.3103	
-1.6550	-3.3643	
-2.4722	-2.8149	
-1.0563	-3.5979	
-3.1592	-2.0164	
-2.7311	-2.5667	
-3.6162	-0.9827	
-3.6787	-0.7196	
-1.5419	-3.4180	
-2.8159	-2.4747	
-3.1225	-2.0750	
-2.2508	-2.9979	
-3.2131	-1.9293	
-3.5574	-1.1808	
-3.4105	-1.5531	
-1.2520	-3.5345	
-3.1414	-2.0455	
-3.5386	-1.2371	
-2.4473	-2.8379	
-2.3946	-2.8836	
-3.5769	-1.1223	
-0.5672	-3.7067	
-2.3395	-2.9292	
-2.0096	-3.1603	
-2.1885	-3.0438	
-3.3738	-1.6315	
-3.2655	-1.8318	
-2.2773	-2.9726	
-2.7531	-2.5436	
-3.4639	-1.4294	
-2.3085	-2.9538	
-2.6196	-2.6808	
-3.5198	-1.2899	
-2.9547	-2.3060	
-3.4828	-1.3867	
-3.1046	-2.0997	
-1.9362	-3.2105	
-2.7089	-2.5891	
-3.2493	-1.8696	
-1.8948	-3.2348	
-2.0520	-3.1380	
-3.0118	-2.2313	
-3.2846	-1.8052	
-2.7947	-2.4982	
-0.0052	-3.7498	
-2.2198	-3.0201	
-3.0296	-2.2028	
-3.3196	-1.7360	
-2.8351	-2.4498	
-3.4276	-1.5155	
-2.3660	-2.9063	
