0.1599	0.0922	0.2383	0.9682	
0.8965	0.3701	0.1188	0.2670	
0.0002	0.8134	0.6178	0.0000	
0.3449	0.4067	0.8576	0.1338	
0.0003	0.2099	0.9895	0.1267	
0.4714	0.6898	0.5821	0.0000	
0.4796	0.7898	0.0000	0.4198	
0.2995	0.0000	0.8038	0.5465	
0.1732	0.7969	0.5967	0.1592	
0.3347	0.5651	0.7573	0.1505	
0.1323	0.0000	0.9314	0.3663	
0.7454	0.0000	0.5415	0.4092	
0.1040	0.4510	0.0000	0.9005	
0.9378	0.1296	0.2637	0.2464	
0.9071	0.2607	0.2825	0.2691	
0.9409	0.3290	0.1209	0.1174	
0.2301	0.0000	0.9825	0.1184	
0.8445	0.0000	0.5024	0.2480	
0.0004	0.4259	0.9166	0.0000	
0.1488	0.3337	0.0000	0.9501	
0.0000	0.8911	0.0000	0.4861	
0.1321	0.7553	0.0000	0.6695	
0.6726	0.1681	0.5928	0.4678	
0.0015	0.0026	0.3122	0.9633	
0.3663	0.6146	0.3278	0.6383	
0.1403	0.5781	0.7662	0.3083	
0.2892	0.9547	0.1284	0.0965	
0.5995	0.2323	0.7894	0.0000	
0.0054	0.6186	0.8003	0.1280	
0.3504	0.0066	0.0000	0.9495	
0.1245	0.0000	0.0918	0.9972	
0.2313	0.0000	0.1035	0.9854	
0.7146	0.7023	0.0000	0.1200	
0.9710	0.0000	0.2870	0.0000	
0.3212	0.5224	0.0000	0.8138	
0.8350	0.2484	0.0000	0.5215	
0.5664	0.3203	0.4817	0.6171	
0.8129	0.4137	0.1191	0.4449	
0.6434	0.1747	0.7040	0.2873	
0.1472	0.5847	0.6490	0.4862	
0.0000	0.6982	0.5961	0.4517	
0.7533	0.6245	0.0000	0.2723	
0.9919	0.0000	0.2019	0.0923	
0.0008	0.6985	0.7377	0.0075	
0.7620	0.3835	0.5374	0.0005	
0.0096	0.0026	1.0058	0.1175	
0.0000	0.0000	0.0000	1.0110	
0.5343	0.5897	0.6153	0.1585	
0.3818	0.4710	0.6516	0.4881	
0.2838	0.9381	0.2304	0.0000	
0.1262	0.2290	0.2586	0.9439	
0.3513	0.7638	0.3184	0.4740	
0.0010	0.4190	0.0000	0.9189	
0.4461	0.3875	0.8218	0.0000	
0.8780	0.1010	0.4087	0.2816	
0.9877	0.0922	0.0000	0.1880	
0.4830	0.6750	0.0000	0.5813	
0.0012	0.5499	0.7306	0.4314	
0.4985	0.5518	0.0000	0.7052	
0.8527	0.0000	0.5417	0.0000	
0.3516	0.4424	0.7842	0.3176	
0.9076	0.0000	0.4501	0.1211	
0.1376	0.0000	0.4924	0.8767	
0.8043	0.1206	0.0000	0.6040	
0.0748	1.0101	0.0000	0.0000	
0.0000	0.1016	0.3407	0.9444	
0.6273	0.3854	0.0000	0.7051	
0.1526	0.9592	0.1304	0.2678	
0.9865	0.1956	0.1001	0.0000	
0.2644	0.9774	0.1145	0.0000	
0.6931	0.4222	0.5915	0.1747	
0.3217	0.8563	0.1397	0.4200	
0.4808	0.1339	0.8511	0.2530	
0.5039	0.8258	0.1328	0.2997	
0.7735	0.6271	0.1336	0.1385	
0.0003	0.0001	0.4492	0.9139	
0.5999	0.7943	0.1219	0.1438	
0.4904	0.8208	0.2958	0.1550	
0.5358	0.7338	0.3295	0.3000	
0.7500	0.0000	0.0000	0.6834	
0.9832	0.0000	0.0000	0.2908	
0.0052	0.2397	0.3785	0.9115	
0.0007	0.6739	0.7036	0.2889	
0.7018	0.4379	0.4719	0.3339	
0.0016	0.7480	0.6684	0.1313	
0.9666	0.1975	0.2141	0.0000	
0.0000	0.5623	0.0005	0.8605	
0.8250	0.5743	0.1231	0.0000	
0.0010	0.8738	0.2899	0.4178	
0.9837	0.0002	0.1168	0.2151	
0.8264	0.5727	0.0000	0.1192	
0.9546	0.0000	0.1053	0.3187	
0.1256	0.0833	0.4143	0.9204	
0.6391	0.6548	0.4272	0.0001	
0.0000	1.0095	0.0000	0.1207	
0.0039	0.9952	0.1260	0.1291	
0.0003	0.1790	0.1119	0.9977	
0.3309	0.7126	0.6128	0.1574	
0.9529	0.0000	0.3215	0.1027	
0.1450	0.6105	0.0002	0.8006	
0.0005	0.4034	0.8239	0.4163	
0.2915	0.0000	0.5245	0.8277	
0.9345	0.2134	0.0000	0.3492	
0.1191	0.0000	0.2100	0.9832	
0.1591	0.6738	0.7309	0.1521	
0.2351	0.2429	0.0000	0.9553	
0.2351	0.9786	0.0000	0.0000	
0.1350	0.8071	0.1293	0.5827	
0.4647	0.7908	0.4202	0.0000	
0.8528	0.4692	0.0000	0.2613	
0.3778	0.7587	0.4616	0.3061	
0.5373	0.4476	0.6530	0.3259	
0.0008	0.6897	0.0000	0.7488	
0.3870	0.1058	0.0000	0.9295	
0.0012	0.1103	0.5096	0.8772	
0.7561	0.3821	0.0000	0.5502	
0.9327	0.3886	0.0000	0.0000	
0.6829	0.2773	0.6139	0.3327	
0.9091	0.4342	0.1038	0.0000	
0.9033	0.3802	0.2555	0.1306	
0.9367	0.2266	0.1169	0.2797	
0.9627	0.1065	0.3236	0.0000	
0.5111	0.2817	0.2587	0.7904	
0.7512	0.1214	0.6589	0.1306	
0.1272	0.1986	0.0000	0.9839	
0.0005	0.5383	0.4377	0.7443	
0.9195	0.0000	0.3488	0.2406	
0.0002	0.0973	0.1988	0.9936	
0.0002	0.0004	0.7120	0.7275	
0.4814	0.2553	0.1671	0.8470	
0.1511	0.5424	0.3231	0.7746	
0.8074	0.1063	0.5934	0.0000	
0.3236	0.3090	0.7806	0.4786	
0.6826	0.0999	0.0000	0.7489	
0.0011	0.5685	0.5863	0.6001	
0.3349	0.1370	0.5821	0.7679	
0.7320	0.0000	0.6460	0.2603	
0.9681	0.2117	0.0000	0.1885	
0.5378	0.3064	0.6480	0.4987	
0.5179	0.1421	0.6281	0.5892	
0.0013	0.8156	0.4341	0.4420	
0.2931	0.1326	0.4311	0.8701	
0.7272	0.2445	0.0000	0.6598	
0.6803	0.5836	0.1441	0.4448	
0.3482	0.0000	0.9511	0.0000	
0.5590	0.0966	0.0000	0.8402	
0.0002	0.6453	0.2700	0.7351	
0.3904	0.2852	0.6202	0.6454	
0.2795	0.2323	0.9414	0.1489	
