0.341638	-0.32993	
0.752982	-0.739793	
0.621702	-0.609906	
0.547137	-0.533593	
0.44836	-0.437223	
0.512941	-0.501654	
0.438102	-0.426422	
0.384292	-0.374409	
0.321204	-0.3111	
0.52573	-0.515235	
0.532798	-0.521093	
0.422947	-0.412895	
0.374882	-0.364778	
0.482715	-0.472136	
0.574524	-0.562378	
0.334001	-0.323253	
0.426972	-0.416868	
0.290691	-0.279765	
0.869101	-0.858669	
0.952913	-0.943363	
0.881947	-0.870559	
0.311439	-0.301191	
0.646135	-0.634367	
0.612796	-0.601592	
0.307928	-0.297948	
0.691304	-0.680149	
0.832124	-0.820899	
0.286924	-0.275873	
0.470332	-0.460819	
0.330267	-0.318789	
0.5899	-0.579396	
0.730479	-0.719234	
0.999816	-0.990353	
0.301074	-0.289361	
0.397796	-0.388424	
0.968673	-0.957788	
0.337521	-0.328316	
0.346198	-0.335015	
0.939189	-0.926884	
0.283707	-0.272928	
0.700976	-0.688852	
0.294019	-0.283093	
0.719486	-0.710042	
0.318977	-0.308873	
0.371983	-0.362163	
0.796617	-0.784615	
0.474929	-0.465466	
0.417308	-0.405576	
0.637835	-0.625799	
0.357568	-0.346766	
0.459605	-0.44872	
0.741746	-0.730069	
0.923986	-0.913683	
0.362725	-0.351029	
0.518901	-0.508468	
0.560923	-0.549308	
0.664	-0.653237	
0.6818	-0.670696	
0.3045	-0.293517	
0.606586	-0.594369	
0.654988	-0.643361	
0.910461	-0.898758	
0.807267	-0.796187	
0.349984	-0.339534	
0.59775	-0.585649	
0.630738	-0.618819	
0.896644	-0.885215	
0.67288	-0.661229	
0.819061	-0.809271	
0.552846	-0.539842	
0.44341	-0.432186	
0.380011	-0.368578	
0.402799	-0.391887	
0.844675	-0.833289	
0.353964	-0.344143	
0.500334	-0.490093	
0.280775	-0.268547	
0.772724	-0.762934	
0.581198	-0.570364	
0.567104	-0.555845	
0.782978	-0.773474	
0.494271	-0.483157	
0.464718	-0.455215	
0.539923	-0.528474	
0.48929	-0.477429	
0.410419	-0.400873	
0.408131	-0.397149	
0.454033	-0.443712	
0.315139	-0.304049	
0.506388	-0.496147	
0.297427	-0.286146	
0.432927	-0.421414	
0.984341	-0.973726	
0.326541	-0.315629	
0.857657	-0.845529	
0.393524	-0.382307	
0.709241	-0.699649	
0.76079	-0.750335	
0.366267	-0.356163	
0.388685	-0.378804	
