0.3893	0.3447	0.9280	
1.0153	0.0000	0.0656	
0.1000	0.5840	0.8295	
0.3769	0.6230	0.7533	
0.7629	0.1178	0.6650	
0.6826	0.5995	0.4674	
0.6771	0.2911	0.7080	
0.5540	0.6396	0.6105	
0.1629	1.0074	0.0661	
0.6934	0.7332	0.3543	
0.7489	0.0068	0.7658	
0.9394	0.4045	0.0000	
0.0000	1.0392	0.0000	
1.0531	0.1864	0.0000	
1.0108	0.0000	0.1437	
0.5925	0.0017	0.8280	
0.4573	0.8468	0.3368	
0.1097	0.9903	0.2331	
0.8307	0.6268	0.0940	
0.8436	0.5424	0.2865	
0.0020	0.7339	0.8279	
0.9758	0.0000	0.4940	
0.5028	0.8860	0.0000	
0.7361	0.7302	0.0937	
0.9208	0.4204	0.1291	
0.2202	0.4175	0.9120	
0.9404	0.1632	0.3602	
0.0000	1.0256	0.1703	
0.8970	0.5712	0.0000	
0.7717	0.6694	0.0081	
0.0766	1.0598	0.0000	
0.7457	0.6917	0.2112	
0.3052	0.9318	0.2680	
0.0014	0.9397	0.3858	
0.4886	0.4847	0.7839	
0.0156	0.0953	1.0182	
0.8226	0.3696	0.4640	
0.2445	0.1491	0.9808	
0.1619	0.7277	0.7008	
0.0958	0.0000	1.0156	
0.4574	0.8931	0.2016	
0.6606	0.8072	0.0000	
0.1452	0.2792	0.9737	
0.0014	0.3831	0.9432	
0.0009	0.8905	0.5053	
0.4671	0.7785	0.4692	
0.4329	0.9440	0.0628	
0.6806	0.4713	0.5915	
0.9203	0.3932	0.2792	
0.0010	0.2868	0.9767	
0.3677	0.9715	0.0000	
0.4879	0.2913	0.8426	
0.2861	0.0000	1.0035	
0.1006	0.1324	1.0067	
1.0949	0.0000	0.0000	
0.0114	0.5632	0.9042	
1.0175	0.3146	0.0000	
0.8840	0.4663	0.2085	
0.9935	0.0000	0.2348	
0.1089	0.9837	0.3317	
0.2204	0.9873	0.1194	
0.3310	0.8944	0.4781	
0.8305	0.2837	0.6048	
0.9726	0.3322	0.2842	
0.0000	0.0000	1.0708	
0.4349	0.0001	0.9229	
0.0001	0.8350	0.6799	
0.8313	0.0001	0.5893	
0.1346	0.8214	0.5957	
0.9812	0.2633	0.0979	
0.3468	0.7562	0.6246	
0.4100	0.6834	0.6397	
0.0113	0.5586	0.9061	
0.4024	0.9382	0.2130	
0.8902	0.0000	0.6350	
0.8344	0.5858	0.0136	
0.7368	0.1260	0.6948	
0.1335	0.2532	0.9805	
0.5298	0.6442	0.5970	
0.6062	0.3698	0.7347	
0.9238	0.3955	0.2671	
1.0092	0.0000	0.1455	
0.9103	0.0001	0.4584	
0.0582	0.8748	0.6083	
0.8284	0.3562	0.4634	
0.6876	0.0223	0.7787	
0.6302	0.8019	0.0000	
0.8453	0.5395	0.2864	
0.7025	0.4373	0.6738	
1.0089	0.0000	0.2681	
0.9731	0.3254	0.0027	
0.1641	1.0149	0.0623	
