0.9451	0.3268	
0.8295	0.5585	
0.9504	0.3109	
0.0189	0.9998	
0.9984	0.0574	
0.0091	1.0000	
0.8068	0.5908	
0.3278	0.9448	
0.9845	0.1752	
0.9990	0.0454	
0.2555	0.9668	
0.4042	0.9147	
0.9332	0.3593	
0.3885	0.9214	
0.9976	0.0697	
0.4995	0.8663	
0.6866	0.7270	
0.8508	0.5255	
0.6718	0.7407	
0.0387	0.9993	
0.8405	0.5418	
0.3131	0.9497	
0.0490	0.9988	
0.8886	0.4587	
0.0285	0.9996	
0.7293	0.6842	
0.4834	0.8754	
0.1882	0.9821	
0.2983	0.9545	
0.9967	0.0819	
0.7564	0.6541	
0.1756	0.9845	
0.0700	0.9976	
0.5475	0.8368	
1.0000	0.0000	
0.9646	0.2638	
0.9998	0.0223	
0.9891	0.1472	
0.9994	0.0337	
0.9685	0.2489	
0.5949	0.8038	
0.5792	0.8152	
0.9051	0.4252	
0.4199	0.9076	
0.4356	0.9001	
0.9819	0.1895	
0.0000	1.0037	
0.9927	0.1205	
0.9955	0.0947	
0.6106	0.7919	
0.5314	0.8471	
0.9791	0.2034	
0.6261	0.7797	
0.7430	0.6693	
0.9999	0.0109	
0.4517	0.8922	
0.9724	0.2336	
0.9555	0.2950	
0.9602	0.2795	
0.7946	0.6072	
0.6566	0.7543	
0.9942	0.1074	
0.0594	0.9982	
0.7695	0.6387	
0.8183	0.5749	
0.3732	0.9277	
0.9200	0.3920	
0.5153	0.8570	
0.7822	0.6230	
0.9758	0.2187	
0.9869	0.1614	
0.1035	0.9946	
0.3428	0.9394	
0.2014	0.9795	
0.8609	0.5088	
0.2696	0.9630	
0.3579	0.9338	
0.2146	0.9767	
0.9393	0.3430	
0.1266	0.9920	
0.4674	0.8840	
0.8971	0.4419	
0.7154	0.6988	
0.1631	0.9866	
0.1384	0.9904	
0.2839	0.9588	
0.8705	0.4922	
0.7009	0.7132	
0.9910	0.1338	
0.8798	0.4753	
0.5632	0.8263	
0.0808	0.9967	
0.2282	0.9736	
0.9127	0.4086	
0.2419	0.9703	
0.6417	0.7670	
0.1149	0.9934	
0.0920	0.9958	
0.1508	0.9886	
0.9268	0.3756	
