0.0335	0.8169	
0.0579	0.7594	
0.0698	0.7358	
0.2421	0.5080	
0.0150	0.8773	
0.1452	0.6190	
0.2096	0.5422	
0.0921	0.6965	
1.0000	0.0000	
0.3196	0.4347	
0.1549	0.6064	
0.0777	0.7213	
0.1361	0.6311	
0.0805	0.7164	
0.8858	0.0589	
0.4033	0.3649	
0.1601	0.5999	
0.0673	0.7405	
0.1235	0.6486	
0.0391	0.8022	
0.1086	0.6705	
0.6654	0.1843	
0.1158	0.6597	
0.2334	0.5169	
0.2171	0.5341	
0.0430	0.7926	
0.1276	0.6428	
0.0649	0.7452	
0.0231	0.8481	
0.3342	0.4219	
0.1017	0.6811	
0.0214	0.8537	
0.0952	0.6914	
0.2822	0.4688	
0.0411	0.7974	
0.7262	0.1478	
0.1500	0.6128	
0.1709	0.5866	
0.3840	0.3803	
0.0891	0.7015	
0.0450	0.7878	
0.6162	0.2150	
0.0265	0.8374	
0.4246	0.3484	
0.0299	0.8270	
0.5363	0.2677	
0.4483	0.3304	
0.0354	0.8119	
0.0862	0.7064	
0.0166	0.8713	
0.0282	0.8321	
0.0833	0.7114	
0.2609	0.4893	
0.0119	0.8908	
0.0044	0.9334	
0.1406	0.6250	
0.0556	0.7642	
0.0985	0.6862	
0.7965	0.1075	
0.1051	0.6758	
0.2024	0.5502	
0.0198	0.8592	
0.5733	0.2429	
0.1197	0.6540	
0.3063	0.4466	
0.0625	0.7500	
0.1827	0.5726	
0.1654	0.5933	
0.0471	0.7830	
0.0724	0.7309	
0.0601	0.7548	
0.0089	0.9057	
0.0030	0.9454	
0.2939	0.4579	
0.0074	0.9140	
0.0491	0.7783	
0.3657	0.3953	
0.0059	0.9231	
0.0513	0.7735	
0.0000	0.9997	
0.1955	0.5578	
0.1122	0.6651	
0.3489	0.4093	
0.0751	0.7261	
0.4745	0.3111	
0.1317	0.6371	
0.1767	0.5796	
0.0182	0.8651	
0.0372	0.8071	
0.1890	0.5653	
0.0135	0.8839	
0.0015	0.9613	
0.0534	0.7689	
0.2250	0.5256	
0.0248	0.8426	
0.0104	0.8980	
0.0317	0.8219	
0.2512	0.4988	
0.2712	0.4792	
0.5033	0.2905	
