0.7416	0.3392	0.0000	
0.0000	0.0000	1.5918	
0.1809	0.7403	0.1694	
0.9901	0.0000	0.2178	
0.2376	0.1026	0.7420	
0.7600	0.1344	0.2036	
0.1169	0.0719	0.8749	
0.0001	0.8512	0.7370	
0.0002	0.9874	0.6038	
0.6083	0.0020	0.4787	
0.2721	0.1185	0.6771	
0.0000	0.2096	0.8459	
0.2186	0.8859	0.0002	
0.0000	1.2743	0.0000	
0.2821	0.4734	0.3008	
0.7658	0.2637	0.0769	
0.5029	0.0035	0.5494	
0.5557	0.5351	0.0011	
0.2640	0.3465	0.4621	
0.6386	0.2497	0.2035	
0.4365	0.1491	0.4715	
0.1131	0.2756	0.6709	
0.5241	0.0966	0.4931	
0.8303	0.2648	0.0004	
0.0647	0.1580	0.8507	
0.1892	0.7627	0.0966	
0.4716	0.2876	0.2929	
0.3429	0.0000	0.7480	
1.8131	0.0000	0.0000	
0.2877	0.7002	0.0763	
0.3083	0.1895	0.5399	
0.1151	0.4763	0.4934	
0.0007	0.0814	0.9766	
0.9944	0.1128	0.0018	
0.0263	0.1713	0.9400	
0.7652	0.0067	0.2835	
0.8668	0.0720	0.1138	
0.3732	0.2379	0.4910	
0.1122	0.8736	0.0705	
0.3620	0.4773	0.2408	
0.0018	0.8582	0.1979	
0.9791	0.0000	0.0945	
0.3727	0.6043	0.0822	
0.9041	0.1637	0.0000	
0.0206	1.0082	0.0928	
0.1433	0.5931	0.3514	
0.3742	0.7026	0.0017	
0.2328	0.0007	0.8412	
0.2074	0.1329	0.7631	
0.4497	0.5807	0.1100	
0.0933	0.9531	0.0254	
0.3433	0.0683	0.7073	
0.2559	0.5982	0.2119	
0.6586	0.3127	0.0844	
0.0758	0.0005	1.0244	
0.1908	0.3172	0.5488	
0.0018	0.4177	0.7118	
0.0983	0.2391	0.7576	
0.3541	0.4260	0.3115	
0.2929	0.7839	0.0018	
0.5467	0.3495	0.1655	
0.1003	0.6965	0.3004	
0.2001	0.4009	0.4765	
0.4594	0.6028	0.0002	
0.0001	1.1421	0.4564	
0.8775	0.1618	0.0683	
0.0003	0.3320	0.7890	
0.4268	0.4114	0.2418	
0.1625	0.0036	0.8865	
0.1621	0.0699	0.8357	
0.1669	0.2309	0.6795	
0.0862	0.7430	0.2151	
0.6651	0.1316	0.3053	
0.6740	0.4296	0.0000	
0.2668	0.7140	0.0762	
0.0248	1.0421	0.0002	
0.1901	0.0022	0.9099	
0.2608	0.6097	0.1986	
0.1452	0.7119	0.1900	
0.2211	0.1436	0.7550	
0.3945	0.7461	0.0004	
0.3061	0.1957	0.5598	
0.9185	0.1175	0.0695	
0.5413	0.0033	0.5907	
0.6095	0.0081	0.4189	
0.0077	0.9116	0.1374	
0.2221	0.8685	0.0002	
0.7637	0.0024	0.2959	
0.2090	0.3953	0.4757	
0.4541	0.5863	0.0875	
0.1126	0.8769	0.0664	
0.1158	0.4548	0.4875	
